ID Loja,Loja,Bairro,ID Produto,Produto,Categoria,Subcategoria,Imagem,Custo Unit,Preço Unit,Saldo_Atual,Unidades_Vendidas_Janela,Venda_Media_Diaria,Estoque_Minimo_Rede,Status_Estoque_Rede,Qtd_Em_Falta_Rede,Indice_Cobertura_Minimo_Rede,Nivel_Criticidade_Rede,Custo_Reposicao_Estimado_Rede,Valor_Venda_Gap_Reposicao_Rede,Margem_Potencial_Gap_Rede,Faturamento_Potencial_Perdido_Rede,Lucro_Potencial_Perdido_Rede,Janela_Demanda_Dias,Receita_Media_Diaria_Local,Cobertura_Dias_Local,Deficit_Local_Para_Zero,Margem_Unitaria,Custo_Deficit_Local,Valor_Venda_Deficit_Local,Margem_Deficit_Local,Status_Local,Estoque Mínimo,Status_Estoque,Qtd_Em_Falta,Faturamento_Potencial_Perdido,Lucro_Potencial_Perdido,Escopo_Metricas_Globais
3,Shopping da Gávea,Gávea - RJ,16,JAQUETA MASCULINA DE ACADEMIA FVE900,Roupas,Jaquetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2272124-1000-1000/fve900-t2-m-jacket-blk-l1.jpg?v=636861791687630000,50.9900,169.9900,-3.0000,19.0000,0.2111,7.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,35.8868,0.0000,3.0000,119.0000,152.9700,509.9700,357.0000,RUPTURA LOCAL,7.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,19,"REGATA ""MACHÃO"" FITNESS TECIDO LEVE 100 AZUL MARINHO",Roupas,Regatas,https://decathlonpro.vteximg.com.br/arquivos/ids/2301930-1000-1000/-regata-mar-creponada-mesh-120-masc-o-s1.jpg?v=636886171137030000,11.9900,39.9900,-117.0000,80.0000,0.8889,9.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,35.5467,0.0000,117.0000,28.0000,1402.8300,4678.8300,3276.0000,RUPTURA LOCAL,9.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,6,BERMUDA FITNESS MASCULINA FTS500 PRETO/VERMELHO,Roupas,Bermudas,https://decathlonpro.vteximg.com.br/arquivos/ids/2368441-1000-1000/fst500-m-shorts-red-s1.jpg?v=636972376884200000,23.9900,79.9900,-67.0000,39.0000,0.4333,16.0000,Estoque Seguro,0.0000,1.1250,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,34.6623,0.0000,67.0000,56.0000,1607.3300,5359.3300,3752.0000,RUPTURA LOCAL,16.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,13,CAMISETA FITNESS MASCULINA FST120 BORDÔ ESTAMPADO,Roupas,Camisetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2367688-1000-1000/fts-120-m-t-shirt-bdx-s1.jpg?v=636971625768530000,17.9900,59.9900,-9.0000,45.0000,0.5000,72.0000,Estoque Seguro,0.0000,1.1111,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,29.9950,0.0000,9.0000,42.0000,161.9100,539.9100,378.0000,RUPTURA LOCAL,72.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,32,MALA ESPORTIVA 30L DOBRÁVEL TUBO VIOLETA,Acessórios,Bolsas,https://decathlonpro.vteximg.com.br/arquivos/ids/2290108-1000-1000/foldable-fitness-bag-30l-burgun-no-size1.jpg?v=636879951358900000,14.9900,49.9900,-22.0000,53.0000,0.5889,22.0000,Estoque Seguro,0.0000,1.1364,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,29.4386,0.0000,22.0000,35.0000,329.7800,1099.7800,770.0000,RUPTURA LOCAL,22.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,31,MALA ESPORTIVA 30L DOBRÁVEL TUBO PRETA,Acessórios,Bolsas,https://decathlonpro.vteximg.com.br/arquivos/ids/299416-1000-1000/fitness-bag-pocket-black-1.jpg?v=636552791841630000,14.9900,49.9900,-34.0000,52.0000,0.5778,17.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,28.8831,0.0000,34.0000,35.0000,509.6600,1699.6600,1190.0000,RUPTURA LOCAL,17.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,31,MALA ESPORTIVA 30L DOBRÁVEL TUBO PRETA,Acessórios,Bolsas,https://decathlonpro.vteximg.com.br/arquivos/ids/299416-1000-1000/fitness-bag-pocket-black-1.jpg?v=636552791841630000,14.9900,49.9900,-69.0000,47.0000,0.5222,17.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,26.1059,0.0000,69.0000,35.0000,1034.3100,3449.3100,2415.0000,RUPTURA LOCAL,17.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,2,AGASALHO MENINO GINÁSTICA,Roupas,Agasalhos,https://decathlonpro.vteximg.com.br/arquivos/ids/2432230-1000-1000/gym-y-s500-tb-b-tracksu-141-150cm10-11y1.jpg?v=637082332542900000,20.9900,69.9900,-21.0000,30.0000,0.3333,9.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,23.3300,0.0000,21.0000,49.0000,440.7900,1469.7900,1029.0000,RUPTURA LOCAL,9.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,29,LUVAS ACADEMIA MUSCULAÇÃO NEOPRENE (O PAR),Acessórios,Luvas,https://decathlonpro.vteximg.com.br/arquivos/ids/2299799-1000-1000/-luva-muscu-pto-domyos-eu-s-us-xs1.jpg?v=636885228389930000,10.4900,34.9900,-2.0000,59.0000,0.6556,101.0000,Estoque Seguro,0.0000,1.0693,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,22.9379,0.0000,2.0000,24.5000,20.9800,69.9800,49.0000,RUPTURA LOCAL,101.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,15,JAQUETA FITNESS MASCULINA FVE100 AZUL MARINHO,Roupas,Jaquetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2367427-1000-1000/jaqueta-fitness-cardio-masculino-linha1.jpg?v=636971530655430000,35.9900,119.9900,0.0000,15.0000,0.1667,33.0000,Estoque Seguro,0.0000,1.0606,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,19.9983,0.0000,-0.0000,84.0000,-0.0000,-0.0000,-0.0000,RUPTURA LOCAL,33.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,32,MALA ESPORTIVA 30L DOBRÁVEL TUBO VIOLETA,Acessórios,Bolsas,https://decathlonpro.vteximg.com.br/arquivos/ids/2290108-1000-1000/foldable-fitness-bag-30l-burgun-no-size1.jpg?v=636879951358900000,14.9900,49.9900,-19.0000,29.0000,0.3222,22.0000,Estoque Seguro,0.0000,1.1364,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,16.1079,0.0000,19.0000,35.0000,284.8100,949.8100,665.0000,RUPTURA LOCAL,22.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,32,MALA ESPORTIVA 30L DOBRÁVEL TUBO VIOLETA,Acessórios,Bolsas,https://decathlonpro.vteximg.com.br/arquivos/ids/2290108-1000-1000/foldable-fitness-bag-30l-burgun-no-size1.jpg?v=636879951358900000,14.9900,49.9900,-23.0000,28.0000,0.3111,22.0000,Estoque Seguro,0.0000,1.1364,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,15.5524,0.0000,23.0000,35.0000,344.7700,1149.7700,805.0000,RUPTURA LOCAL,22.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,2,AGASALHO MENINO GINÁSTICA,Roupas,Agasalhos,https://decathlonpro.vteximg.com.br/arquivos/ids/2432230-1000-1000/gym-y-s500-tb-b-tracksu-141-150cm10-11y1.jpg?v=637082332542900000,20.9900,69.9900,-18.0000,18.0000,0.2000,9.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,13.9980,0.0000,18.0000,49.0000,377.8200,1259.8200,882.0000,RUPTURA LOCAL,9.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,27,MEIA DE CORRIDA COMFORT HIGH,Calçados,Meias,https://decathlonpro.vteximg.com.br/arquivos/ids/2422736-1000-1000/-elio-high-bca-35381.jpg?v=637066830049770000,2.9900,9.9900,-48.0000,125.0000,1.3889,124.0000,Estoque Seguro,0.0000,1.0484,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,13.8750,0.0000,48.0000,7.0000,143.5200,479.5200,336.0000,RUPTURA LOCAL,124.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,16,JAQUETA MASCULINA DE ACADEMIA FVE900,Roupas,Jaquetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2272124-1000-1000/fve900-t2-m-jacket-blk-l1.jpg?v=636861791687630000,50.9900,169.9900,-4.0000,6.0000,0.0667,7.0000,Estoque Seguro,0.0000,1.0000,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,11.3327,0.0000,4.0000,119.0000,203.9600,679.9600,476.0000,RUPTURA LOCAL,7.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,26,MEIA DE CORRIDA COMFORT INVISIBLE KALENJI,Calçados,Meias,https://decathlonpro.vteximg.com.br/arquivos/ids/2119148-1000-1000/-comfort-invisible-bca-85-11-us9-1151.jpg?v=636689105257470000,2.9900,9.9900,-30.0000,92.0000,1.0222,395.0000,Estoque Seguro,0.0000,1.1013,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,10.2120,0.0000,30.0000,7.0000,89.7000,299.7000,210.0000,RUPTURA LOCAL,395.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,27,MEIA DE CORRIDA COMFORT HIGH,Calçados,Meias,https://decathlonpro.vteximg.com.br/arquivos/ids/2422736-1000-1000/-elio-high-bca-35381.jpg?v=637066830049770000,2.9900,9.9900,-13.0000,75.0000,0.8333,124.0000,Estoque Seguro,0.0000,1.0484,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,8.3250,0.0000,13.0000,7.0000,38.8700,129.8700,91.0000,RUPTURA LOCAL,124.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,1,BLUSA MASCULINA GINÁSTICA,Roupas,Agasalhos,https://decathlonpro.vteximg.com.br/arquivos/ids/2334770-1000-1000/sweat-500-gym-navy-blue-2xl1.jpg?v=636916233785870000,11.9900,39.9900,0.0000,16.0000,0.1778,78.0000,Estoque Seguro,0.0000,1.0897,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,7.1093,0.0000,-0.0000,28.0000,-0.0000,-0.0000,-0.0000,RUPTURA LOCAL,78.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,27,MEIA DE CORRIDA COMFORT HIGH,Calçados,Meias,https://decathlonpro.vteximg.com.br/arquivos/ids/2422736-1000-1000/-elio-high-bca-35381.jpg?v=637066830049770000,2.9900,9.9900,-3.0000,38.0000,0.4222,124.0000,Estoque Seguro,0.0000,1.0484,SAUDÁVEL,0.0000,0.0000,0.0000,0.0000,0.0000,90,4.2180,0.0000,3.0000,7.0000,8.9700,29.9700,21.0000,RUPTURA LOCAL,124.0000,Estoque Seguro,0.0000,0.0000,0.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,33,BOLSA FITNESS POWER 55 LITROS PRETA DOMYOS,Acessórios,Bolsas,https://decathlonpro.vteximg.com.br/arquivos/ids/2322380-500-500/fitness-bag-55l-blue-55l1.jpg?v=636904144015300000,44.9900,149.9900,10.0000,36.0000,0.4000,20.0000,Abaixo do Mínimo,20.0000,0.0000,CRÍTICO,899.8000,2999.8000,2100.0000,2999.8000,2100.0000,90,59.9960,25.0000,0.0000,105.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,20.0000,Abaixo do Mínimo,20.0000,2999.8000,2100.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,33,BOLSA FITNESS POWER 55 LITROS PRETA DOMYOS,Acessórios,Bolsas,https://decathlonpro.vteximg.com.br/arquivos/ids/2322380-500-500/fitness-bag-55l-blue-55l1.jpg?v=636904144015300000,44.9900,149.9900,49.0000,33.0000,0.3667,20.0000,Abaixo do Mínimo,20.0000,0.0000,CRÍTICO,899.8000,2999.8000,2100.0000,2999.8000,2100.0000,90,54.9963,133.6364,0.0000,105.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,20.0000,Abaixo do Mínimo,20.0000,2999.8000,2100.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,5,"BERMUDA MASCULINA ""REPS"" VERMELHA - LINHA 500",Roupas,Bermudas,https://decathlonpro.vteximg.com.br/arquivos/ids/2350361-1000-1000/bermuda-crosstraining-tecido-elastico-domyos-01.png?v=636936268190900000,32.9900,109.9900,1.0000,58.0000,0.6444,34.0000,Abaixo do Mínimo,2.0000,0.9412,ATENÇÃO,65.9800,219.9800,154.0000,219.9800,154.0000,90,70.8824,1.5517,0.0000,77.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,34.0000,Abaixo do Mínimo,2.0000,219.9800,154.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,23,TÊNIS FITNESS MASCULINO PRETO/CINZA LINHA 500,Calçados,Tênis Corrida,https://decathlonpro.vteximg.com.br/arquivos/ids/2184518-1000-1000/shoes-fitness-500-m-black--uk-7---eu-411.jpg?v=636733698622870000,26.9900,89.9900,2.0000,110.0000,1.2222,63.0000,Abaixo do Mínimo,4.0000,0.9365,ATENÇÃO,107.9600,359.9600,252.0000,359.9600,252.0000,90,109.9878,1.6364,0.0000,63.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,63.0000,Abaixo do Mínimo,4.0000,359.9600,252.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,5,"BERMUDA MASCULINA ""REPS"" VERMELHA - LINHA 500",Roupas,Bermudas,https://decathlonpro.vteximg.com.br/arquivos/ids/2350361-1000-1000/bermuda-crosstraining-tecido-elastico-domyos-01.png?v=636936268190900000,32.9900,109.9900,4.0000,78.0000,0.8667,34.0000,Abaixo do Mínimo,2.0000,0.9412,ATENÇÃO,65.9800,219.9800,154.0000,219.9800,154.0000,90,95.3247,4.6154,0.0000,77.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,34.0000,Abaixo do Mínimo,2.0000,219.9800,154.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,14,CAMISETA FITNESS MASCULINA FST120 ESTAMPADO CAQUI,Roupas,Camisetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2364246-1000-1000/camiseta-fitness-cardio-masculina-linha1.jpg?v=636963945163900000,14.9900,49.9900,7.0000,113.0000,1.2556,23.0000,Abaixo do Mínimo,1.0000,0.9565,ATENÇÃO,14.9900,49.9900,35.0000,49.9900,35.0000,90,62.7652,5.5752,0.0000,35.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,23.0000,Abaixo do Mínimo,1.0000,49.9900,35.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,22,TÊNIS FITNESS MASCULINO VERMELHO/PRETO LINHA 500,Calçados,Tênis Corrida,https://decathlonpro.vteximg.com.br/arquivos/ids/2365214-1000-1000/tenis-fitness-cardio-masculino-linha-501.jpg?v=636969931556270000,26.9900,89.9900,6.0000,62.0000,0.6889,38.0000,Abaixo do Mínimo,2.0000,0.9474,ATENÇÃO,53.9800,179.9800,126.0000,179.9800,126.0000,90,61.9931,8.7097,0.0000,63.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,38.0000,Abaixo do Mínimo,2.0000,179.9800,126.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,25,TÊNIS FITNESS MASCULINO PRETO LINHA 900,Calçados,Tênis Corrida,https://decathlonpro.vteximg.com.br/arquivos/ids/2371257-1000-1000/tenis-fitness-masculino-cardio-training-linha-900-tam-42-cor-preto-domyos1.jpg?v=636979552654570000,74.9900,249.9900,10.0000,97.0000,1.0778,18.0000,Abaixo do Mínimo,1.0000,0.9444,ATENÇÃO,74.9900,249.9900,175.0000,249.9900,175.0000,90,269.4337,9.2784,0.0000,175.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,18.0000,Abaixo do Mínimo,1.0000,249.9900,175.0000,REDE_NAO_SOMAR
2,Norte Shopping,Cachambi - RJ,8,CALÇA MASCULINA 500,Roupas,Calças,https://decathlonpro.vteximg.com.br/arquivos/ids/2304670-1000-1000/trousers500-slim-zip-gym-d-xs---w28-l331.jpg?v=636887017655970000,38.9900,129.9900,16.0000,106.0000,1.1778,24.0000,Abaixo do Mínimo,1.0000,0.9583,ATENÇÃO,38.9900,129.9900,91.0000,129.9900,91.0000,90,153.0993,13.5849,0.0000,91.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,24.0000,Abaixo do Mínimo,1.0000,129.9900,91.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,30,LUVAS ACADEMIA / MEIA PALMA MUSCULAÇÃO NEOPRENE (O PAR),Acessórios,Luvas,https://decathlonpro.vteximg.com.br/arquivos/ids/2299613-1000-1000/-meia-luva-muscu-pto-domyos-eu-m-us-s1.jpg?v=636885188513800000,7.7900,25.9900,6.0000,37.0000,0.4111,149.0000,Abaixo do Mínimo,13.0000,0.9128,ATENÇÃO,101.2700,337.8700,236.6000,337.8700,236.6000,90,10.6848,14.5946,0.0000,18.2000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,149.0000,Abaixo do Mínimo,13.0000,337.8700,236.6000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,8,CALÇA MASCULINA 500,Roupas,Calças,https://decathlonpro.vteximg.com.br/arquivos/ids/2304670-1000-1000/trousers500-slim-zip-gym-d-xs---w28-l331.jpg?v=636887017655970000,38.9900,129.9900,30.0000,170.0000,1.8889,24.0000,Abaixo do Mínimo,1.0000,0.9583,ATENÇÃO,38.9900,129.9900,91.0000,129.9900,91.0000,90,245.5367,15.8824,0.0000,91.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,24.0000,Abaixo do Mínimo,1.0000,129.9900,91.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,17,CASACO MASCULINO GINÁSTICA SPACER,Roupas,Jaquetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2439867-1000-1000/jacket-hood-560-gym-men-marine-s1.jpg?v=637114928712130000,56.9900,189.9900,3.0000,15.0000,0.1667,128.0000,Abaixo do Mínimo,3.0000,0.9766,ATENÇÃO,170.9700,569.9700,399.0000,569.9700,399.0000,90,31.6650,18.0000,0.0000,133.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,128.0000,Abaixo do Mínimo,3.0000,569.9700,399.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,10,CAMISETA FITNESS MASCULINA FST500 VERDE CAQUI,Roupas,Camisetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2365408-1000-1000/camiseta-fitness-masculina-cardio-training-linha-fst500-tam-p-cor-verde-caqui-domyos1.jpg?v=636970038954430000,23.9900,79.9900,29.0000,142.0000,1.5778,168.0000,Abaixo do Mínimo,1.0000,0.9940,ATENÇÃO,23.9900,79.9900,56.0000,79.9900,56.0000,90,126.2064,18.3803,0.0000,56.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,168.0000,Abaixo do Mínimo,1.0000,79.9900,56.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,17,CASACO MASCULINO GINÁSTICA SPACER,Roupas,Jaquetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2439867-1000-1000/jacket-hood-560-gym-men-marine-s1.jpg?v=637114928712130000,56.9900,189.9900,8.0000,34.0000,0.3778,128.0000,Abaixo do Mínimo,3.0000,0.9766,ATENÇÃO,170.9700,569.9700,399.0000,569.9700,399.0000,90,71.7740,21.1765,0.0000,133.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,128.0000,Abaixo do Mínimo,3.0000,569.9700,399.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,12,CAMISETA FITNESS MASCULINA FST500 AZUL/AZUL MARINHO,Roupas,Camisetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2365346-1000-1000/fts500-print-m-t-shirt-deb-s1.jpg?v=636970028665470000,17.9900,59.9900,39.0000,140.0000,1.5556,118.0000,Abaixo do Mínimo,9.0000,0.9237,ATENÇÃO,161.9100,539.9100,378.0000,539.9100,378.0000,90,93.3178,25.0714,0.0000,42.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,118.0000,Abaixo do Mínimo,9.0000,539.9100,378.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,24,TÊNIS FITNESS MASCULINO PRETO LINHA 100,Calçados,Tênis Corrida,https://decathlonpro.vteximg.com.br/arquivos/ids/2363821-1000-1000/tenis-fitness-cardio-masculino-linha-101.jpg?v=636963736443270000,35.9900,119.9900,25.0000,78.0000,0.8667,356.0000,Abaixo do Mínimo,23.0000,0.9354,ATENÇÃO,827.7700,2759.7700,1932.0000,2759.7700,1932.0000,90,103.9913,28.8462,0.0000,84.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,356.0000,Abaixo do Mínimo,23.0000,2759.7700,1932.0000,REDE_NAO_SOMAR
4,Barra Shopping,Barra da Tijuca - RJ,5,"BERMUDA MASCULINA ""REPS"" VERMELHA - LINHA 500",Roupas,Bermudas,https://decathlonpro.vteximg.com.br/arquivos/ids/2350361-1000-1000/bermuda-crosstraining-tecido-elastico-domyos-01.png?v=636936268190900000,32.9900,109.9900,6.0000,18.0000,0.2000,34.0000,Abaixo do Mínimo,2.0000,0.9412,ATENÇÃO,65.9800,219.9800,154.0000,219.9800,154.0000,90,21.9980,30.0000,0.0000,77.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,34.0000,Abaixo do Mínimo,2.0000,219.9800,154.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,30,LUVAS ACADEMIA / MEIA PALMA MUSCULAÇÃO NEOPRENE (O PAR),Acessórios,Luvas,https://decathlonpro.vteximg.com.br/arquivos/ids/2299613-1000-1000/-meia-luva-muscu-pto-domyos-eu-m-us-s1.jpg?v=636885188513800000,7.7900,25.9900,18.0000,49.0000,0.5444,149.0000,Abaixo do Mínimo,13.0000,0.9128,ATENÇÃO,101.2700,337.8700,236.6000,337.8700,236.6000,90,14.1501,33.0612,0.0000,18.2000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,149.0000,Abaixo do Mínimo,13.0000,337.8700,236.6000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,8,CALÇA MASCULINA 500,Roupas,Calças,https://decathlonpro.vteximg.com.br/arquivos/ids/2304670-1000-1000/trousers500-slim-zip-gym-d-xs---w28-l331.jpg?v=636887017655970000,38.9900,129.9900,53.0000,133.0000,1.4778,24.0000,Abaixo do Mínimo,1.0000,0.9583,ATENÇÃO,38.9900,129.9900,91.0000,129.9900,91.0000,90,192.0963,35.8647,0.0000,91.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,24.0000,Abaixo do Mínimo,1.0000,129.9900,91.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,23,TÊNIS FITNESS MASCULINO PRETO/CINZA LINHA 500,Calçados,Tênis Corrida,https://decathlonpro.vteximg.com.br/arquivos/ids/2184518-1000-1000/shoes-fitness-500-m-black--uk-7---eu-411.jpg?v=636733698622870000,26.9900,89.9900,18.0000,41.0000,0.4556,63.0000,Abaixo do Mínimo,4.0000,0.9365,ATENÇÃO,107.9600,359.9600,252.0000,359.9600,252.0000,90,40.9954,39.5122,0.0000,63.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,63.0000,Abaixo do Mínimo,4.0000,359.9600,252.0000,REDE_NAO_SOMAR
5,Shopping Tijuca,Tijuca - RJ,14,CAMISETA FITNESS MASCULINA FST120 ESTAMPADO CAQUI,Roupas,Camisetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2364246-1000-1000/camiseta-fitness-cardio-masculina-linha1.jpg?v=636963945163900000,14.9900,49.9900,37.0000,68.0000,0.7556,23.0000,Abaixo do Mínimo,1.0000,0.9565,ATENÇÃO,14.9900,49.9900,35.0000,49.9900,35.0000,90,37.7702,48.9706,0.0000,35.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,23.0000,Abaixo do Mínimo,1.0000,49.9900,35.0000,REDE_NAO_SOMAR
1,Botafogo Praia Shopping,Botagogo - RJ,24,TÊNIS FITNESS MASCULINO PRETO LINHA 100,Calçados,Tênis Corrida,https://decathlonpro.vteximg.com.br/arquivos/ids/2363821-1000-1000/tenis-fitness-cardio-masculino-linha-101.jpg?v=636963736443270000,35.9900,119.9900,66.0000,118.0000,1.3111,356.0000,Abaixo do Mínimo,23.0000,0.9354,ATENÇÃO,827.7700,2759.7700,1932.0000,2759.7700,1932.0000,90,157.3202,50.3390,0.0000,84.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,356.0000,Abaixo do Mínimo,23.0000,2759.7700,1932.0000,REDE_NAO_SOMAR
3,Shopping da Gávea,Gávea - RJ,12,CAMISETA FITNESS MASCULINA FST500 AZUL/AZUL MARINHO,Roupas,Camisetas,https://decathlonpro.vteximg.com.br/arquivos/ids/2365346-1000-1000/fts500-print-m-t-shirt-deb-s1.jpg?v=636970028665470000,17.9900,59.9900,38.0000,64.0000,0.7111,118.0000,Abaixo do Mínimo,9.0000,0.9237,ATENÇÃO,161.9100,539.9100,378.0000,539.9100,378.0000,90,42.6596,53.4375,0.0000,42.0000,0.0000,0.0000,0.0000,ESTOQUE POSITIVO,118.0000,Abaixo do Mínimo,9.0000,539.9100,378.0000,REDE_NAO_SOMAR
